Region	avg_length	#_sequences_post_filter
alignsfilteredIntergenic/trnR-trnN_filtered.fasta	556.9661016949152	118
alignsfilteredIntergenic/trnY-trnE_filtered.fasta	56.0	118
alignsfilteredIntergenic/atpF-atpH_filtered.fasta	365.96610169491527	118
alignsfilteredIntergenic/trnA-rrn23_filtered.fasta	140.0	118
alignsfilteredIntergenic/psaC-ndhE_filtered.fasta	238.0084745762712	118
alignsfilteredIntergenic/trnS-rps4_filtered.fasta	319.64406779661016	118
alignsfilteredIntergenic/trnL-trnF_filtered.fasta	348.6694915254237	118
alignsfilteredIntergenic/rrn5-trnR_filtered.fasta	255.9406779661017	118
alignsfilteredIntergenic/atpB-rbcL_filtered.fasta	689.3898305084746	118
alignsfilteredIntergenic/trnV-trnM_filtered.fasta	179.11864406779662	118
alignsfilteredIntergenic/rpoC1-rpoB_filtered.fasta	26.0	118
alignsfilteredIntergenic/rps12-trnV_filtered.fasta	1607.1271186440679	118
alignsfilteredIntergenic/rpoB-trnC_filtered.fasta	1279.0084745762713	118
alignsfilteredIntergenic/rps8-rpl14_filtered.fasta	166.0084745762712	118
alignsfilteredIntergenic/rps12-clpP_filtered.fasta	126.01694915254237	118
alignsfilteredIntergenic/ndhE-ndhG_filtered.fasta	211.88135593220338	118
alignsfilteredIntergenic/rpl1-rpl23_filtered.fasta	18.0	118
alignsfilteredIntergenic/psaJ-rpl33_filtered.fasta	403.93220338983053	118
alignsfilteredIntergenic/ndhJ-ndhK_filtered.fasta	94.0	118
alignsfilteredIntergenic/rps19-rpl2_filtered.fasta	64.94915254237289	118
alignsfilteredIntergenic/rpoC2-rpoC1_filtered.fasta	152.0	118
alignsfilteredIntergenic/psbB-psbT_filtered.fasta	186.82203389830508	118
alignsfilteredIntergenic/trnT-trnL_filtered.fasta	636.1864406779661	118
alignsfilteredIntergenic/psbM-trnD_filtered.fasta	1032.457627118644	118
alignsfilteredIntergenic/atpH-atpI_filtered.fasta	1074.8898305084747	118
alignsfilteredIntergenic/trnG-trnfM_filtered.fasta	187.0084745762712	118
alignsfilteredIntergenic/ndhG-ndhI_filtered.fasta	363.3305084745763	118
alignsfilteredIntergenic/rps16-trnQ_filtered.fasta	916.1525423728814	118
alignsfilteredIntergenic/rbcL-accD_filtered.fasta	706.3898305084746	118
alignsfilteredIntergenic/trnN-ycf1_filtered.fasta	322.85593220338984	118
alignsfilteredIntergenic/trnfM-rps14_filtered.fasta	147.97457627118644	118
alignsfilteredIntergenic/rps7-rps12_filtered.fasta	53.0	118
alignsfilteredIntergenic/trnI-trnA_filtered.fasta	63.99152542372882	118
alignsfilteredIntergenic/rpl23-trnI_filtered.fasta	165.0	118
alignsfilteredIntergenic/blatN-ndhB_filtered.fasta	536.0677966101695	118
