Region	avg_length	#_sequences_post_filter
alignsrawAlignsCoding/petL.fasta	96.0	118
alignsrawAlignsCoding/psbI.fasta	111.0	118
alignsrawAlignsCoding/rps4.fasta	606.0	118
alignsrawAlignsCoding/petN.fasta	90.0	118
alignsrawAlignsCoding/ex_rps12_2.fasta	232.0	118
alignsrawAlignsCoding/psbK.fasta	186.0	118
alignsrawAlignsCoding/trnE.fasta	73.0	118
alignsrawAlignsCoding/rps15.fasta	264.0	118
alignsrawAlignsCoding/rpl32.fasta	168.0	118
alignsrawAlignsCoding/psbL.fasta	116.00847457627118	118
alignsrawAlignsCoding/rpoC2.fasta	4167.3050847457625	118
alignsrawAlignsCoding/blatN.fasta	81.0	118
alignsrawAlignsCoding/psaA.fasta	2253.0	118
alignsrawAlignsCoding/trnY.fasta	84.0	118
alignsrawAlignsCoding/atpH.fasta	246.0	118
alignsrawAlignsCoding/trnT2.fasta	73.0	118
alignsrawAlignsCoding/ex_rpl2_1.fasta	435.0	118
alignsrawAlignsCoding/ndhK_ndhC.fasta	1097.0	118
alignsrawAlignsCoding/psaC.fasta	246.0	118
alignsrawAlignsCoding/ex_petB_1.fasta	6.0	118
alignsrawAlignsCoding/ex_trnG_1.fasta	23.0	118
alignsrawAlignsCoding/cemA.fasta	690.5084745762712	118
alignsrawAlignsCoding/trnR1.fasta	72.0	118
alignsrawAlignsCoding/psbN.fasta	132.0	118
alignsrawAlignsCoding/ndhJ.fasta	477.0	118
alignsrawAlignsCoding/ex_trnL_2.fasta	49.13559322033898	118
alignsrawAlignsCoding/trnD.fasta	74.0	118
alignsrawAlignsCoding/rps7.fasta	468.00847457627117	118
alignsrawAlignsCoding/psbJ.fasta	123.0	118
alignsrawAlignsCoding/psbD_psbC.fasta	2431.0	118
alignsrawAlignsCoding/sprA.fasta	225.15254237288136	118
alignsrawAlignsCoding/rps14.fasta	303.0	118
alignsrawAlignsCoding/ycf1.fasta	3341.35593220339	118
alignsrawAlignsCoding/rpl33.fasta	201.0	118
alignsrawAlignsCoding/ex_rps12_1.fasta	26.0	118
alignsrawAlignsCoding/psbH.fasta	222.0	118
alignsrawAlignsCoding/ndhH.fasta	1182.0254237288136	118
alignsrawAlignsCoding/trnF.fasta	73.0	118
