"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY"
93055,10313,NA,NA,NA,"Spooner, DM","0.6.2014",-9.58333,-77.5,3800,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
93782,10314,NA,NA,NA,"Spooner, DM","0.6.2014",-12.31667,-75.76667,3800,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94457,10315,NA,NA,NA,"Spooner, DM","0.6.2014",-9.183333,-78.05,3900,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94458,10316,NA,NA,NA,"Spooner, DM","0.6.2014",-8,-77.58333,3700,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94459,10317,NA,NA,NA,"Spooner, DM","0.6.2014",-10.88333,-75.95,3300,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94482,10318,NA,NA,NA,"Spooner, DM","0.6.2014",-9.883333,-77.35,4000,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94486,10319,NA,NA,NA,"Spooner, DM","0.6.2014",-10.05,-77.06667,3400,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94513,10320,NA,NA,NA,"Spooner, DM","0.6.2014",-8.833333,-77.46667,3800,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94555,10321,NA,NA,NA,"Spooner, DM","0.6.2014",-8.9528,-77.75,3825,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94671,10322,NA,NA,NA,"Spooner, DM","0.6.2014",-6.794141,-77.90232,3200,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94729,10323,NA,NA,NA,"Spooner, DM","0.6.2014",-11.76667,-75.08333,3505,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94797,10324,NA,NA,NA,"Spooner, DM","0.6.2014",-7.5,-77.53333,3620,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94799,10325,NA,NA,NA,"Spooner, DM","0.6.2014",-11.65667,-76.50333,3900,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
94826,10326,NA,NA,NA,"Spooner, DM","0.6.2014",-6.333333,-79.5,3300,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
95011,10327,NA,NA,NA,"Spooner, DM","0.6.2014",-8.495833,-77.40833,3500,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
95232,10328,NA,NA,NA,"Spooner, DM","0.6.2014",-10.15,-77.18333,3390,"chomatophilum","chomatophilum","tuberous",NA,NA,"Potato","PER","Peru"
88405,10329,NA,NA,NA,"Spooner, DM","0.0.2013",14.0529,-91.0148,3220,"clarum","clarum","tuberous",NA,NA,"Potato","GTM","Guatemala"
88432,10330,NA,NA,NA,"Spooner, DM","0.0.2013",15.011,-92.004,3260,"clarum","clarum","tuberous",NA,NA,"Potato","GTM","Guatemala"
88637,10331,NA,NA,NA,"Spooner, DM","0.0.2013",15.04645,-91.57969,3200,"clarum","clarum","tuberous",NA,NA,"Potato","GTM","Guatemala"
88775,10332,NA,NA,NA,"Spooner, DM","0.0.2013",14.87931,-91.24726,3200,"clarum","clarum","tuberous",NA,NA,"Potato","GTM","Guatemala"
88819,10333,NA,NA,NA,"Spooner, DM","0.0.2013",14.47859,-90.74237,2900,"clarum","clarum","tuberous",NA,NA,"Potato","GTM","Guatemala"
90287,10334,NA,NA,NA,"Spooner, DM","0.0.2013",14.82315,-91.35471,3000,"clarum","clarum","tuberous",NA,NA,"Potato","GTM","Guatemala"
89693,10335,NA,NA,NA,"Spooner, DM","0.0.2013",15.46601,-92.27823,2740,"clarum","clarum","tuberous",NA,NA,"Potato","MEX","Mexico"
80107,10343,NA,NA,NA,"Spooner, DM","0.0.2013",1.13333,-77.1,3000,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
80108,10344,NA,NA,NA,"Spooner, DM","0.0.2013",2.7667,-76.5833,2500,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
80898,10345,NA,NA,NA,"Spooner, DM","0.0.2013",7.3781,-72.6525,3330,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
82635,10346,NA,NA,NA,"Spooner, DM","0.0.2013",2.5,-76.3833,3200,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
82816,10347,NA,NA,NA,"Spooner, DM","0.0.2013",5.5,-74.6667,3850,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
82885,10348,NA,NA,NA,"Spooner, DM","0.0.2013",5.11667,-75.2833,3660,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
82948,10349,NA,NA,NA,"Spooner, DM","0.0.2013",8.06667,-73.2167,3700,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
83096,10350,NA,NA,NA,"Spooner, DM","0.0.2013",4.66568,-75.42803,3485,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
83117,10351,NA,NA,NA,"Spooner, DM","0.0.2013",7.88333,-73.0167,2130,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
83135,10352,NA,NA,NA,"Spooner, DM","0.0.2013",0.9167,-77.5,3240,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
83142,10353,NA,NA,NA,"Spooner, DM","0.0.2013",4.86667,-75.2,3300,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
83169,10354,NA,NA,NA,"Spooner, DM","0.0.2013",2.5,-76.7167,2800,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
83950,10355,NA,NA,NA,"Spooner, DM","0.0.2013",6.66667,-76.3333,3115,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
84345,10356,NA,NA,NA,"Spooner, DM","0.0.2013",4.96667,-75.75,2600,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91537,10357,NA,NA,NA,"Spooner, DM","0.6.2014",2.383333,-75.88333,3000,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91747,10358,NA,NA,NA,"Spooner, DM","0.6.2014",2.283333,-76.23333,2920,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91749,10359,NA,NA,NA,"Spooner, DM","0.6.2014",3.75,-76.5,0,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91793,10360,NA,NA,NA,"Spooner, DM","0.6.2014",1.183333,-76.9,0,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91827,10361,NA,NA,NA,"Spooner, DM","0.6.2014",4.46,-75.67,2600,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91844,10363,NA,NA,NA,"Spooner, DM","0.6.2014",1.97,-76.7,3355,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91848,10364,NA,NA,NA,"Spooner, DM","0.6.2014",2.2,-76.48333,2950,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91849,10365,NA,NA,NA,"Spooner, DM","0.6.2014",1.916667,-76.6,3200,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91851,10366,NA,NA,NA,"Spooner, DM","0.6.2014",1.183333,-77.2,3000,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91853,10367,NA,NA,NA,"Spooner, DM","0.6.2014",4.633333,-75.55,3550,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91854,10368,NA,NA,NA,"Spooner, DM","0.6.2014",2.533333,-76.95,2400,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91859,10369,NA,NA,NA,"Spooner, DM","0.6.2014",3.33,-76.08,3505,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
91863,10370,NA,NA,NA,"Spooner, DM","0.6.2014",10.19626,-72.94011,2850,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
92240,10371,NA,NA,NA,"Spooner, DM","0.6.2014",4.85,-73.81667,0,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
92311,10372,NA,NA,NA,"Spooner, DM","0.6.2014",2.45,-75.16667,2400,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
92412,10373,NA,NA,NA,"Spooner, DM","0.6.2014",6.5,-76.11667,3455,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
92462,10374,NA,NA,NA,"Spooner, DM","0.6.2014",5.083333,-74.01667,3400,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
92633,10375,NA,NA,NA,"Spooner, DM","0.6.2014",3.283333,-76.73333,3100,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
93924,10376,NA,NA,NA,"Spooner, DM","0.6.2014",5.05,-75.48333,2100,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94351,10377,NA,NA,NA,"Spooner, DM","0.6.2014",5.683333,-75.28333,3000,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94366,10378,NA,NA,NA,"Spooner, DM","0.6.2014",1.55,-77.13333,2900,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94370,10379,NA,NA,NA,"Spooner, DM","0.6.2014",1.216667,-77.33333,3230,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94376,10380,NA,NA,NA,"Spooner, DM","0.6.2014",3.35,-76.17,2610,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94380,10381,NA,NA,NA,"Spooner, DM","0.6.2014",1.116667,-77.66667,3200,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94384,10382,NA,NA,NA,"Spooner, DM","0.6.2014",5,-75.37,3370,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94399,10383,NA,NA,NA,"Spooner, DM","0.6.2014",5.583333,-73.88333,2850,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94415,10384,NA,NA,NA,"Spooner, DM","0.6.2014",4.883333,-74.3,2800,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94730,10385,NA,NA,NA,"Spooner, DM","0.6.2014",6.05,-73.63333,3000,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94743,10386,NA,NA,NA,"Spooner, DM","0.6.2014",5.666667,-73.75,2200,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94769,10387,NA,NA,NA,"Spooner, DM","0.6.2014",4.7,-73.71667,2830,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94795,10388,NA,NA,NA,"Spooner, DM","0.6.2014",3.833333,-75.91667,3200,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94810,10389,NA,NA,NA,"Spooner, DM","0.6.2014",2.55,-76.15,3500,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94814,10390,NA,NA,NA,"Spooner, DM","0.6.2014",7.366667,-72.91667,3300,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94869,10391,NA,NA,NA,"Spooner, DM","0.6.2014",2.383333,-76.06667,2000,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94881,10392,NA,NA,NA,"Spooner, DM","0.6.2014",5.55,-74,0,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94885,10393,NA,NA,NA,"Spooner, DM","0.6.2014",2.783333,-76.01667,0,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94949,10394,NA,NA,NA,"Spooner, DM","0.6.2014",4.216667,-73.8,2000,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94950,10395,NA,NA,NA,"Spooner, DM","0.6.2014",5.083333,-76,3820,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
94952,10396,NA,NA,NA,"Spooner, DM","0.6.2014",3.9,-75.75,2800,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
95091,10397,NA,NA,NA,"Spooner, DM","0.6.2014",6.316667,-72.5,3650,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
95092,10398,NA,NA,NA,"Spooner, DM","0.6.2014",6.516667,-72.36667,3650,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
95101,10399,NA,NA,NA,"Spooner, DM","0.6.2014",4.533333,-74.16667,3300,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
95116,10400,NA,NA,NA,"Spooner, DM","0.6.2014",5.155556,-75.04027,3250,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
95344,10401,NA,NA,NA,"Spooner, DM","0.6.2014",10.18333,-73.28333,2600,"colombianum","colombianum","tuberous",NA,NA,"Potato","COL","Colombia"
106994,10402,NA,NA,NA,"Nee, M","0.0.2002",0.07,-77.57,3420,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
76502,10403,NA,NA,NA,"Knapp, S","0.11.2015",-0.623611,-77.84028,2250,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
77868,10404,NA,NA,NA,"Spooner, DM","0.0.2013",-0.283333,-78.7,2920,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
77872,10405,NA,NA,NA,"Spooner, DM","0.0.2013",-3.03333,-78.65,3200,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
77873,10406,NA,NA,NA,"Spooner, DM","0.0.2013",-0.6,-77.65,2900,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
77883,10407,NA,NA,NA,"Spooner, DM","0.0.2013",0.683333,-77.6667,3150,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
81254,10408,NA,NA,NA,"Spooner, DM","0.0.2013",0.00056,-78.48345,2900,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
81259,10409,NA,NA,NA,"Spooner, DM","0.0.2013",-0.316667,-78.2167,3400,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
81263,10410,NA,NA,NA,"Spooner, DM","0.0.2013",-0.8,-78.9,2840,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
81266,10411,NA,NA,NA,"Spooner, DM","0.0.2013",-1.38333,-78.5333,3100,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
81272,10412,NA,NA,NA,"Spooner, DM","0.0.2013",-2.6667,-78.9333,3560,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
81273,10413,NA,NA,NA,"Spooner, DM","0.0.2013",-2.8,-79.4667,3200,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
82626,10414,NA,NA,NA,"Spooner, DM","0.0.2013",-1.96667,-78.3667,3750,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
83075,10415,NA,NA,NA,"Spooner, DM","0.0.2013",-1.71667,-79.15,2900,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
83376,10416,NA,NA,NA,"Spooner, DM","0.0.2013",-3.05,-79.0833,0,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
84305,10417,NA,NA,NA,"Spooner, DM","0.0.2013",-0.535,-78.9839,2459,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
91873,10418,NA,NA,NA,"Spooner, DM","0.6.2014",0.116667,-77.95,3300,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
91875,10419,NA,NA,NA,"Spooner, DM","0.6.2014",-0.633333,-78.55,3200,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
91877,10420,NA,NA,NA,"Spooner, DM","0.6.2014",-4.083333,-79.16667,2850,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
91882,10421,NA,NA,NA,"Spooner, DM","0.6.2014",-0.383333,-78.11667,3400,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
92246,10422,NA,NA,NA,"Spooner, DM","0.6.2014",-4.03,-79.49,2400,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
92248,10423,NA,NA,NA,"Spooner, DM","0.6.2014",-0.016667,-77.83333,3100,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
92252,10424,NA,NA,NA,"Spooner, DM","0.6.2014",-2.216667,-78.45,3230,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
92330,10425,NA,NA,NA,"Spooner, DM","0.6.2014",-0.103889,-78.585,3600,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
92369,10426,NA,NA,NA,"Spooner, DM","0.6.2014",-3.983,-79.012,2770,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
92467,10427,NA,NA,NA,"Spooner, DM","0.6.2014",-1.433333,-78.43333,2950,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
92627,10428,NA,NA,NA,"Spooner, DM","0.6.2014",-0.01666,-78.88333,1800,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
93868,10429,NA,NA,NA,"Spooner, DM","0.6.2014",-3.716667,-79.23333,3100,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
93885,10430,NA,NA,NA,"Spooner, DM","0.6.2014",-1.45,-76.46667,2750,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
93920,10431,NA,NA,NA,"Spooner, DM","0.6.2014",-2.533333,-78.78333,3410,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
94179,10432,NA,NA,NA,"Spooner, DM","0.6.2014",-2.35,-78.86667,3000,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
94185,10433,NA,NA,NA,"Spooner, DM","0.6.2014",0.333333,-78.06667,3450,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
94304,10434,NA,NA,NA,"Spooner, DM","0.6.2014",-1.816667,-78.98333,2900,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
94413,10435,NA,NA,NA,"Spooner, DM","0.6.2014",-3.883333,-79.35,2900,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
94751,10436,NA,NA,NA,"Spooner, DM","0.6.2014",-1.183333,-78.2,3400,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
94757,10437,NA,NA,NA,"Spooner, DM","0.6.2014",-1.25,-78.35,3100,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
94772,10438,NA,NA,NA,"Spooner, DM","0.6.2014",-1.233333,-77.88333,3000,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
94887,10439,NA,NA,NA,"Spooner, DM","0.6.2014",-0.35,-78.01667,2800,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
94889,10440,NA,NA,NA,"Spooner, DM","0.6.2014",0.85,-78.06667,2700,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
95040,10441,NA,NA,NA,"Spooner, DM","0.6.2014",-2.6,-78.56667,2925,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
95155,10442,NA,NA,NA,"Spooner, DM","0.6.2014",-3.516667,-79.63333,3200,"colombianum","colombianum","tuberous",NA,NA,"Potato","ECU","Ecuador"
93242,10443,NA,NA,NA,"Spooner, DM","0.6.2014",-5.3147,-79.2828,2800,"colombianum","colombianum","tuberous",NA,NA,"Potato","PER","Peru"
94465,10444,NA,NA,NA,"Spooner, DM","0.6.2014",-5.25,-79.45,2800,"colombianum","colombianum","tuberous",NA,NA,"Potato","PER","Peru"
139915,10445,NA,NA,NA,"Fajardo, DA; Spooner, DM","0.12.2008",10.40431,-67.28899,0,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
83098,10447,NA,NA,NA,"Spooner, DM","0.0.2013",8.76667,-71.1,3440,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
84306,10448,NA,NA,NA,"Spooner, DM","0.0.2013",10.2667,-68.3167,1200,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
91788,10449,NA,NA,NA,"Spooner, DM","0.6.2014",8.083333,-71.91667,3600,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
91790,10450,NA,NA,NA,"Spooner, DM","0.6.2014",8.316667,-71.75,2500,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
92152,10451,NA,NA,NA,"Spooner, DM","0.6.2014",8.833333,-70.8,0,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
92153,10452,NA,NA,NA,"Spooner, DM","0.6.2014",7.26,-71.97,2500,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
92154,10453,NA,NA,NA,"Spooner, DM","0.6.2014",7.9,-72.01667,2400,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
92316,10454,NA,NA,NA,"Spooner, DM","0.6.2014",8.65,-70.9,3350,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
92322,10455,NA,NA,NA,"Spooner, DM","0.6.2014",7.433333,-72.26667,3100,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
92544,10456,NA,NA,NA,"Spooner, DM","0.6.2014",7.4,-72.41667,3100,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
94777,10457,NA,NA,NA,"Spooner, DM","0.6.2014",9.24666,-70.26778,3400,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
95004,10458,NA,NA,NA,"Spooner, DM","0.6.2014",11.16667,-69.58333,1300,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
95006,10459,NA,NA,NA,"Spooner, DM","0.6.2014",9.441667,-68.90833,1450,"colombianum","colombianum","tuberous",NA,NA,"Potato","VEN","Venezuela"
84276,10614,NA,NA,NA,"Spooner, DM","0.0.2013",-23.29,-58.36,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","PRY","Paraguay"
84277,10615,NA,NA,NA,"Spooner, DM","0.0.2013",-25.04,-57.14,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","PRY","Paraguay"
84282,10617,NA,NA,NA,"Spooner, DM","0.0.2013",-25.0666,-57.8833,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","PRY","Paraguay"
82776,10613,NA,NA,NA,"Spooner, DM","0.0.2013",-25.3312,-57.26559,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","PRY","Paraguay"
81370,10526,NA,NA,NA,"Spooner, DM","0.0.2013",-26.05,-59.7333,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
80404,10503,NA,NA,NA,"Spooner, DM","0.0.2013",-26.4667,-54.5667,100,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
83540,10540,NA,NA,NA,"Spooner, DM","0.0.2013",-26.6166,-54.7666,206,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
83475,10537,NA,NA,NA,"Spooner, DM","0.0.2013",-26.6333,-54.1333,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
83908,10551,NA,NA,NA,"Spooner, DM","0.0.2013",-27.06,-54.58,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
83468,10536,NA,NA,NA,"Spooner, DM","0.0.2013",-27.09934,-55.42512,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
80654,10507,NA,NA,NA,"Spooner, DM","0.0.2013",-27.13036,-54.94965,100,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
81093,10514,NA,NA,NA,"Spooner, DM","0.0.2013",-27.15972,-55.33833,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
80436,10505,NA,NA,NA,"Spooner, DM","0.0.2013",-27.2666,-58.25,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
143604,10582,NA,NA,NA,"Stehmann, JR; Giacomin, LL","15.9.2011",-27.2828,-50.5844,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","BRA","Brazil"
77917,10465,NA,NA,NA,"Spooner, DM","0.0.2013",-27.3166,-55.5333,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
83452,10535,NA,NA,NA,"Spooner, DM","0.0.2013",-27.3166,-58.5833,55,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
77906,10463,NA,NA,NA,"Spooner, DM","0.0.2013",-27.3333,-58.9333,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
80302,10502,NA,NA,NA,"Spooner, DM","0.0.2013",-27.3333,-66.9,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
83642,10547,NA,NA,NA,"Spooner, DM","0.0.2013",-27.3833,-57.75,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
84281,10616,NA,NA,NA,"Spooner, DM","0.0.2013",-27.3833,-56.6833,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","PRY","Paraguay"
81346,10522,NA,NA,NA,"Spooner, DM","0.0.2013",-27.4,-56.0666,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
82838,10529,NA,NA,NA,"Spooner, DM","0.0.2013",-27.4166,-59.0666,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
80657,10508,NA,NA,NA,"Spooner, DM","0.0.2013",-27.4333,-55.3833,125,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
77937,10471,NA,NA,NA,"Spooner, DM","0.0.2013",-27.4666,-58.8333,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
83607,10544,NA,NA,NA,"Spooner, DM","0.0.2013",-27.4666,-55.7333,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
83485,10538,NA,NA,NA,"Spooner, DM","0.0.2013",-27.4833,-55.1333,310,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
80703,10510,NA,NA,NA,"Spooner, DM","0.0.2013",-27.5,-55.8333,125,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
81188,10589,NA,NA,NA,"Spooner, DM","0.0.2013",-27.5,-54.1166,290,"commersonii","commersonii","tuberous",NA,NA,"Potato","BRA","Brazil"
83600,10543,NA,NA,NA,"Spooner, DM","0.0.2013",-27.5833,-58.75,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
85291,10612,NA,NA,NA,"Spooner, DM","0.2.2014",-27.5833,-48.9833,400,"commersonii","commersonii","tuberous",NA,NA,"Potato","BRA","Brazil"
81354,10524,NA,NA,NA,"Spooner, DM","0.0.2013",-27.6333,-55.4833,0,"commersonii","commersonii","tuberous",NA,NA,"Potato","ARG","Argentina"
